Differenz Vortag Fälle,Date,avg_cases
16.0,2020-02-25,16.0
5.0,2020-02-26,10.5
5.0,2020-02-27,8.666666666666666
27.0,2020-02-28,13.25
13.0,2020-02-29,13.2
51.0,2020-03-01,19.5
33.0,2020-03-02,21.428571428571427
38.0,2020-03-03,24.571428571428573
52.0,2020-03-04,31.285714285714285
109.0,2020-03-05,46.142857142857146
185.0,2020-03-06,68.71428571428571
150.0,2020-03-07,88.28571428571429
163.0,2020-03-08,104.28571428571429
265.0,2020-03-09,137.42857142857142
184.0,2020-03-10,158.28571428571428
271.0,2020-03-11,189.57142857142858
